Khushkumar Jajoo,,,,,,,
ECE 202 Project 2 Phase 3,,,,,,,
"Finding the time of flight, range and the maximum height of the hit ball",,,,,,,
,,,,,,,
Time t (s),x (ft),y (ft),y(t)/y(t+dt),,,Maximum Height (ft),= MAX(C:C)
1.89175,207.5241,78.58202,"=IF(C720="""","""",C719/C720)",,,,
1.894403,207.7591,78.59266,"=IF(C721="""","""",C720/C721)",,,,
1.897056,207.994,78.60307,"=IF(C722="""","""",C721/C722)",,,,
1.899709,208.2287,78.61323,"=IF(C723="""","""",C722/C723)",,,,
1.902362,208.4634,78.62316,"=IF(C724="""","""",C723/C724)",,,,
1.905016,208.6979,78.63285,"=IF(C725="""","""",C724/C725)",,,,
1.907669,208.9323,78.64231,"=IF(C726="""","""",C725/C726)",,,,
1.910322,209.1666,78.65152,"=IF(C727="""","""",C726/C727)",,,,
1.912975,209.4008,78.66051,"=IF(C728="""","""",C727/C728)",,,,
1.915629,209.6349,78.66925,"=IF(C729="""","""",C728/C729)",,,,
1.918282,209.8688,78.67776,"=IF(C730="""","""",C729/C730)",,,,
1.920935,210.1027,78.68603,"=IF(C731="""","""",C730/C731)",,,,
1.923588,210.3364,78.69406,"=IF(C732="""","""",C731/C732)",,,,
1.926242,210.57,78.70186,"=IF(C733="""","""",C732/C733)",,,,
1.928895,210.8035,78.70943,"=IF(C734="""","""",C733/C734)",,,,
1.931548,211.0369,78.71675,"=IF(C735="""","""",C734/C735)",,,,
1.934201,211.2702,78.72384,"=IF(C736="""","""",C735/C736)",,,,
1.936854,211.5034,78.7307,"=IF(C737="""","""",C736/C737)",,,,
1.939508,211.7365,78.73732,"=IF(C738="""","""",C737/C738)",,,,
1.942161,211.9694,78.7437,"=IF(C739="""","""",C738/C739)",,,,
1.944814,212.2023,78.74985,"=IF(C740="""","""",C739/C740)",,,,
1.947467,212.435,78.75577,"=IF(C741="""","""",C740/C741)",,,,
1.950121,212.6676,78.76145,"=IF(C742="""","""",C741/C742)",,,,
1.952774,212.9002,78.76689,"=IF(C743="""","""",C742/C743)",,,,
1.955427,213.1326,78.7721,"=IF(C744="""","""",C743/C744)",,,,
1.95808,213.3649,78.77707,"=IF(C745="""","""",C744/C745)",,,,
1.960733,213.597,78.78181,"=IF(C746="""","""",C745/C746)",,,,
1.963387,213.8291,78.78632,"=IF(C747="""","""",C746/C747)",,,,
1.96604,214.0611,78.79059,"=IF(C748="""","""",C747/C748)",,,,
1.968693,214.2929,78.79462,"=IF(C749="""","""",C748/C749)",,,,
1.971346,214.5247,78.79843,"=IF(C750="""","""",C749/C750)",,,,
1.974,214.7563,78.80199,"=IF(C751="""","""",C750/C751)",,,,
1.976653,214.9878,78.80533,"=IF(C752="""","""",C751/C752)",,,,
1.979306,215.2193,78.80843,"=IF(C753="""","""",C752/C753)",,,,
1.981959,215.4506,78.81129,"=IF(C754="""","""",C753/C754)",,,,
1.984612,215.6818,78.81393,"=IF(C755="""","""",C754/C755)",,,,
1.987266,215.9128,78.81633,"=IF(C756="""","""",C755/C756)",,,,
1.989919,216.1438,78.81849,"=IF(C757="""","""",C756/C757)",,,,
1.992572,216.3747,78.82042,"=IF(C758="""","""",C757/C758)",,,,
1.995225,216.6054,78.82212,"=IF(C759="""","""",C758/C759)",,,,
1.997879,216.8361,78.82359,"=IF(C760="""","""",C759/C760)",,,,
2.000532,217.0666,78.82482,"=IF(C761="""","""",C760/C761)",,,,
2.003185,217.2971,78.82582,"=IF(C762="""","""",C761/C762)",,,,
2.005838,217.5274,78.82659,"=IF(C763="""","""",C762/C763)",,,,
2.008491,217.7576,78.82712,"=IF(C764="""","""",C763/C764)",,,,
2.011145,217.9877,78.82742,"=IF(C765="""","""",C764/C765)",,,,
2.013798,218.2177,78.82749,"=IF(C766="""","""",C765/C766)",,,,
2.016451,218.4476,78.82733,"=IF(C767="""","""",C766/C767)",,,,
2.019104,218.6774,78.82694,"=IF(C768="""","""",C767/C768)",,,,
2.021758,218.9071,78.82631,"=IF(C769="""","""",C768/C769)",,,,
2.024411,219.1367,78.82545,"=IF(C770="""","""",C769/C770)",,,,
2.027064,219.3661,78.82436,"=IF(C771="""","""",C770/C771)",,,,
2.029717,219.5955,78.82304,"=IF(C772="""","""",C771/C772)",,,,
2.032371,219.8247,78.82148,"=IF(C773="""","""",C772/C773)",,,,
2.035024,220.0539,78.8197,"=IF(C774="""","""",C773/C774)",,,,
2.037677,220.2829,78.81768,"=IF(C775="""","""",C774/C775)",,,,
2.04033,220.5118,78.81543,"=IF(C776="""","""",C775/C776)",,,,
2.042983,220.7406,78.81295,"=IF(C777="""","""",C776/C777)",,,,
2.045637,220.9693,78.81024,"=IF(C778="""","""",C777/C778)",,,,
2.04829,221.1979,78.80729,"=IF(C779="""","""",C778/C779)",,,,
2.050943,221.4264,78.80412,"=IF(C780="""","""",C779/C780)",,,,
2.053596,221.6548,78.80072,"=IF(C781="""","""",C780/C781)",,,,
2.05625,221.8831,78.79708,"=IF(C782="""","""",C781/C782)",,,,
2.058903,222.1113,78.79322,"=IF(C783="""","""",C782/C783)",,,,
2.061556,222.3394,78.78912,"=IF(C784="""","""",C783/C784)",,,,
2.064209,222.5673,78.78479,"=IF(C785="""","""",C784/C785)",,,,
2.066862,222.7952,78.78024,"=IF(C786="""","""",C785/C786)",,,,
2.069516,223.0229,78.77545,"=IF(C787="""","""",C786/C787)",,,,
2.072169,223.2506,78.77043,"=IF(C788="""","""",C787/C788)",,,,
2.074822,223.4781,78.76519,"=IF(C789="""","""",C788/C789)",,,,
2.077475,223.7056,78.75971,"=IF(C790="""","""",C789/C790)",,,,
2.080129,223.9329,78.754,"=IF(C791="""","""",C790/C791)",,,,
2.082782,224.1601,78.74807,"=IF(C792="""","""",C791/C792)",,,,
2.085435,224.3872,78.7419,"=IF(C793="""","""",C792/C793)",,,,
2.088088,224.6142,78.73551,"=IF(C794="""","""",C793/C794)",,,,
2.090741,224.8411,78.72888,"=IF(C795="""","""",C794/C795)",,,,
2.093395,225.0679,78.72203,"=IF(C796="""","""",C795/C796)",,,,
2.096048,225.2946,78.71494,"=IF(C797="""","""",C796/C797)",,,,
2.098701,225.5212,78.70763,"=IF(C798="""","""",C797/C798)",,,,
2.101354,225.7477,78.70009,"=IF(C799="""","""",C798/C799)",,,,
2.104008,225.9741,78.69232,"=IF(C800="""","""",C799/C800)",,,,
2.106661,226.2004,78.68432,"=IF(C801="""","""",C800/C801)",,,,
2.109314,226.4265,78.6761,"=IF(C802="""","""",C801/C802)",,,,
2.111967,226.6526,78.66764,"=IF(C803="""","""",C802/C803)",,,,
2.11462,226.8786,78.65896,"=IF(C804="""","""",C803/C804)",,,,
2.117274,227.1044,78.65005,"=IF(C805="""","""",C804/C805)",,,,
2.119927,227.3302,78.6409,"=IF(C806="""","""",C805/C806)",,,,
2.12258,227.5558,78.63154,"=IF(C807="""","""",C806/C807)",,,,
2.125233,227.7814,78.62194,"=IF(C808="""","""",C807/C808)",,,,
2.127887,228.0068,78.61212,"=IF(C809="""","""",C808/C809)",,,,
2.13054,228.2322,78.60206,"=IF(C810="""","""",C809/C810)",,,,
2.133193,228.4574,78.59178,"=IF(C811="""","""",C810/C811)",,,,
2.135846,228.6825,78.58128,"=IF(C812="""","""",C811/C812)",,,,
2.1385,228.9076,78.57054,"=IF(C813="""","""",C812/C813)",,,,
2.141153,229.1325,78.55958,"=IF(C814="""","""",C813/C814)",,,,
2.143806,229.3573,78.54839,"=IF(C815="""","""",C814/C815)",,,,
2.146459,229.582,78.53697,"=IF(C816="""","""",C815/C816)",,,,
2.149112,229.8066,78.52533,"=IF(C817="""","""",C816/C817)",,,,
2.151766,230.0311,78.51346,"=IF(C818="""","""",C817/C818)",,,,
2.154419,230.2555,78.50136,"=IF(C819="""","""",C818/C819)",,,,
2.157072,230.4799,78.48904,"=IF(C820="""","""",C819/C820)",,,,
2.159725,230.7041,78.47649,"=IF(C821="""","""",C820/C821)",,,,
2.162379,230.9282,78.46371,"=IF(C822="""","""",C821/C822)",,,,
2.165032,231.1521,78.4507,"=IF(C823="""","""",C822/C823)",,,,
2.167685,231.376,78.43747,"=IF(C824="""","""",C823/C824)",,,,
2.170338,231.5998,78.42402,"=IF(C825="""","""",C824/C825)",,,,
2.172991,231.8235,78.41034,"=IF(C826="""","""",C825/C826)",,,,
2.175645,232.0471,78.39643,"=IF(C827="""","""",C826/C827)",,,,
2.178298,232.2706,78.38229,"=IF(C828="""","""",C827/C828)",,,,
2.180951,232.494,78.36793,"=IF(C829="""","""",C828/C829)",,,,
2.183604,232.7172,78.35335,"=IF(C830="""","""",C829/C830)",,,,
2.186258,232.9404,78.33853,"=IF(C831="""","""",C830/C831)",,,,
2.188911,233.1635,78.3235,"=IF(C832="""","""",C831/C832)",,,,
2.191564,233.3865,78.30823,"=IF(C833="""","""",C832/C833)",,,,
2.194217,233.6093,78.29274,"=IF(C834="""","""",C833/C834)",,,,
2.19687,233.8321,78.27703,"=IF(C835="""","""",C834/C835)",,,,
2.199524,234.0548,78.26109,"=IF(C836="""","""",C835/C836)",,,,
2.202177,234.2773,78.24493,"=IF(C837="""","""",C836/C837)",,,,
2.20483,234.4998,78.22854,"=IF(C838="""","""",C837/C838)",,,,
2.207483,234.7222,78.21193,"=IF(C839="""","""",C838/C839)",,,,
2.210137,234.9444,78.19509,"=IF(C840="""","""",C839/C840)",,,,
2.21279,235.1666,78.17803,"=IF(C841="""","""",C840/C841)",,,,
2.215443,235.3887,78.16074,"=IF(C842="""","""",C841/C842)",,,,
2.218096,235.6106,78.14323,"=IF(C843="""","""",C842/C843)",,,,
2.220749,235.8325,78.12549,"=IF(C844="""","""",C843/C844)",,,,
2.223403,236.0542,78.10753,"=IF(C845="""","""",C844/C845)",,,,
2.226056,236.2759,78.08935,"=IF(C846="""","""",C845/C846)",,,,
2.228709,236.4974,78.07094,"=IF(C847="""","""",C846/C847)",,,,
2.231362,236.7189,78.05231,"=IF(C848="""","""",C847/C848)",,,,
2.234016,236.9402,78.03345,"=IF(C849="""","""",C848/C849)",,,,
2.236669,237.1615,78.01437,"=IF(C850="""","""",C849/C850)",,,,
2.239322,237.3826,77.99507,"=IF(C851="""","""",C850/C851)",,,,
2.241975,237.6037,77.97554,"=IF(C852="""","""",C851/C852)",,,,
2.244629,237.8247,77.95579,"=IF(C853="""","""",C852/C853)",,,,
2.247282,238.0455,77.93581,"=IF(C854="""","""",C853/C854)",,,,
2.249935,238.2663,77.91562,"=IF(C855="""","""",C854/C855)",,,,
2.252588,238.4869,77.8952,"=IF(C856="""","""",C855/C856)",,,,
2.255241,238.7075,77.87455,"=IF(C857="""","""",C856/C857)",,,,
2.257895,238.9279,77.85369,"=IF(C858="""","""",C857/C858)",,,,
2.260548,239.1483,77.8326,"=IF(C859="""","""",C858/C859)",,,,
2.263201,239.3685,77.81128,"=IF(C860="""","""",C859/C860)",,,,
2.265854,239.5887,77.78975,"=IF(C861="""","""",C860/C861)",,,,
2.268508,239.8087,77.76799,"=IF(C862="""","""",C861/C862)",,,,
2.271161,240.0287,77.74601,"=IF(C863="""","""",C862/C863)",,,,
2.273814,240.2485,77.72381,"=IF(C864="""","""",C863/C864)",,,,
2.276467,240.4683,77.70139,"=IF(C865="""","""",C864/C865)",,,,
2.27912,240.688,77.67874,"=IF(C866="""","""",C865/C866)",,,,
2.281774,240.9075,77.65587,"=IF(C867="""","""",C866/C867)",,,,
2.284427,241.127,77.63278,"=IF(C868="""","""",C867/C868)",,,,
2.28708,241.3463,77.60947,"=IF(C869="""","""",C868/C869)",,,,
2.289733,241.5656,77.58593,"=IF(C870="""","""",C869/C870)",,,,
2.292387,241.7848,77.56218,"=IF(C871="""","""",C870/C871)",,,,
2.29504,242.0038,77.5382,"=IF(C872="""","""",C871/C872)",,,,
2.297693,242.2228,77.514,"=IF(C873="""","""",C872/C873)",,,,
2.300346,242.4416,77.48958,"=IF(C874="""","""",C873/C874)",,,,
2.302999,242.6604,77.46494,"=IF(C875="""","""",C874/C875)",,,,
2.305653,242.8791,77.44007,"=IF(C876="""","""",C875/C876)",,,,
2.308306,243.0977,77.41499,"=IF(C877="""","""",C876/C877)",,,,
2.310959,243.3161,77.38968,"=IF(C878="""","""",C877/C878)",,,,
2.313612,243.5345,77.36416,"=IF(C879="""","""",C878/C879)",,,,
2.316266,243.7528,77.33841,"=IF(C880="""","""",C879/C880)",,,,
2.318919,243.971,77.31244,"=IF(C881="""","""",C880/C881)",,,,
2.321572,244.189,77.28625,"=IF(C882="""","""",C881/C882)",,,,
2.324225,244.407,77.25984,"=IF(C883="""","""",C882/C883)",,,,
2.326879,244.6249,77.23321,"=IF(C884="""","""",C883/C884)",,,,
2.329532,244.8427,77.20636,"=IF(C885="""","""",C884/C885)",,,,
2.332185,245.0604,77.17929,"=IF(C886="""","""",C885/C886)",,,,
2.334838,245.278,77.152,"=IF(C887="""","""",C886/C887)",,,,
2.337491,245.4955,77.12449,"=IF(C888="""","""",C887/C888)",,,,
2.340145,245.7129,77.09676,"=IF(C889="""","""",C888/C889)",,,,
2.342798,245.9302,77.06881,"=IF(C890="""","""",C889/C890)",,,,
2.345451,246.1474,77.04064,"=IF(C891="""","""",C890/C891)",,,,
2.348104,246.3645,77.01225,"=IF(C892="""","""",C891/C892)",,,,
2.350758,246.5815,76.98364,"=IF(C893="""","""",C892/C893)",,,,
2.353411,246.7984,76.95481,"=IF(C894="""","""",C893/C894)",,,,
2.356064,247.0152,76.92577,"=IF(C895="""","""",C894/C895)",,,,
2.358717,247.2319,76.8965,"=IF(C896="""","""",C895/C896)",,,,
2.36137,247.4485,76.86701,"=IF(C897="""","""",C896/C897)",,,,
2.364024,247.6651,76.8373,"=IF(C898="""","""",C897/C898)",,,,
2.366677,247.8815,76.80738,"=IF(C899="""","""",C898/C899)",,,,
2.36933,248.0978,76.77724,"=IF(C900="""","""",C899/C900)",,,,
2.371983,248.3141,76.74687,"=IF(C901="""","""",C900/C901)",,,,
2.374637,248.5302,76.71629,"=IF(C902="""","""",C901/C902)",,,,
2.37729,248.7462,76.68549,"=IF(C903="""","""",C902/C903)",,,,
2.379943,248.9622,76.65447,"=IF(C904="""","""",C903/C904)",,,,
2.382596,249.178,76.62323,"=IF(C905="""","""",C904/C905)",,,,
2.385249,249.3938,76.59178,"=IF(C906="""","""",C905/C906)",,,,
2.387903,249.6094,76.5601,"=IF(C907="""","""",C906/C907)",,,,
2.390556,249.825,76.52821,"=IF(C908="""","""",C907/C908)",,,,
2.393209,250.0405,76.4961,"=IF(C909="""","""",C908/C909)",,,,
2.395862,250.2558,76.46377,"=IF(C910="""","""",C909/C910)",,,,
2.398516,250.4711,76.43123,"=IF(C911="""","""",C910/C911)",,,,
2.401169,250.6863,76.39846,"=IF(C912="""","""",C911/C912)",,,,
2.403822,250.9014,76.36548,"=IF(C913="""","""",C912/C913)",,,,
2.406475,251.1164,76.33228,"=IF(C914="""","""",C913/C914)",,,,
2.409128,251.3312,76.29886,"=IF(C915="""","""",C914/C915)",,,,
2.411782,251.546,76.26523,"=IF(C916="""","""",C915/C916)",,,,
2.414435,251.7607,76.23138,"=IF(C917="""","""",C916/C917)",,,,
2.417088,251.9753,76.19731,"=IF(C918="""","""",C917/C918)",,,,
2.419741,252.1899,76.16302,"=IF(C919="""","""",C918/C919)",,,,
2.422395,252.4043,76.12852,"=IF(C920="""","""",C919/C920)",,,,
2.425048,252.6186,76.0938,"=IF(C921="""","""",C920/C921)",,,,
2.427701,252.8328,76.05886,"=IF(C922="""","""",C921/C922)",,,,
2.430354,253.0469,76.02371,"=IF(C923="""","""",C922/C923)",,,,
2.433008,253.261,75.98833,"=IF(C924="""","""",C923/C924)",,,,
2.435661,253.4749,75.95275,"=IF(C925="""","""",C924/C925)",,,,
2.438314,253.6888,75.91694,"=IF(C926="""","""",C925/C926)",,,,
2.440967,253.9025,75.88092,"=IF(C927="""","""",C926/C927)",,,,
2.44362,254.1162,75.84468,"=IF(C928="""","""",C927/C928)",,,,
2.446274,254.3297,75.80823,"=IF(C929="""","""",C928/C929)",,,,
2.448927,254.5432,75.77156,"=IF(C930="""","""",C929/C930)",,,,
2.45158,254.7566,75.73468,"=IF(C931="""","""",C930/C931)",,,,
2.454233,254.9698,75.69758,"=IF(C932="""","""",C931/C932)",,,,
2.456887,255.183,75.66026,"=IF(C933="""","""",C932/C933)",,,,
2.45954,255.3961,75.62272,"=IF(C934="""","""",C933/C934)",,,,
2.462193,255.6091,75.58498,"=IF(C935="""","""",C934/C935)",,,,
2.464846,255.822,75.54701,"=IF(C936="""","""",C935/C936)",,,,
2.467499,256.0348,75.50883,"=IF(C937="""","""",C936/C937)",,,,
2.470153,256.2475,75.47044,"=IF(C938="""","""",C937/C938)",,,,
2.472806,256.4601,75.43183,"=IF(C939="""","""",C938/C939)",,,,
2.475459,256.6727,75.393,"=IF(C940="""","""",C939/C940)",,,,
2.478112,256.8851,75.35396,"=IF(C941="""","""",C940/C941)",,,,
2.480766,257.0974,75.3147,"=IF(C942="""","""",C941/C942)",,,,
2.483419,257.3097,75.27523,"=IF(C943="""","""",C942/C943)",,,,
2.486072,257.5218,75.23554,"=IF(C944="""","""",C943/C944)",,,,
2.488725,257.7339,75.19564,"=IF(C945="""","""",C944/C945)",,,,
2.491378,257.9458,75.15553,"=IF(C946="""","""",C945/C946)",,,,
2.494032,258.1577,75.1152,"=IF(C947="""","""",C946/C947)",,,,
2.496685,258.3695,75.07465,"=IF(C948="""","""",C947/C948)",,,,
2.499338,258.5811,75.03389,"=IF(C949="""","""",C948/C949)",,,,
2.501991,258.7927,74.99292,"=IF(C950="""","""",C949/C950)",,,,
2.504645,259.0042,74.95173,"=IF(C951="""","""",C950/C951)",,,,
2.507298,259.2156,74.91033,"=IF(C952="""","""",C951/C952)",,,,
2.509951,259.4269,74.86871,"=IF(C953="""","""",C952/C953)",,,,
2.512604,259.6382,74.82688,"=IF(C954="""","""",C953/C954)",,,,
2.515257,259.8493,74.78484,"=IF(C955="""","""",C954/C955)",,,,
2.517911,260.0603,74.74258,"=IF(C956="""","""",C955/C956)",,,,
2.520564,260.2713,74.70011,"=IF(C957="""","""",C956/C957)",,,,
2.523217,260.4821,74.65742,"=IF(C958="""","""",C957/C958)",,,,
2.52587,260.6929,74.61452,"=IF(C959="""","""",C958/C959)",,,,
2.528524,260.9035,74.57141,"=IF(C960="""","""",C959/C960)",,,,
2.531177,261.1141,74.52809,"=IF(C961="""","""",C960/C961)",,,,
2.53383,261.3246,74.48455,"=IF(C962="""","""",C961/C962)",,,,
2.536483,261.5349,74.44079,"=IF(C963="""","""",C962/C963)",,,,
2.539137,261.7452,74.39683,"=IF(C964="""","""",C963/C964)",,,,
2.54179,261.9554,74.35265,"=IF(C965="""","""",C964/C965)",,,,
2.544443,262.1655,74.30826,"=IF(C966="""","""",C965/C966)",,,,
2.547096,262.3755,74.26366,"=IF(C967="""","""",C966/C967)",,,,
2.549749,262.5855,74.21884,"=IF(C968="""","""",C967/C968)",,,,
2.552403,262.7953,74.17381,"=IF(C969="""","""",C968/C969)",,,,
2.555056,263.005,74.12857,"=IF(C970="""","""",C969/C970)",,,,
2.557709,263.2147,74.08311,"=IF(C971="""","""",C970/C971)",,,,
2.560362,263.4242,74.03745,"=IF(C972="""","""",C971/C972)",,,,
2.563016,263.6337,73.99157,"=IF(C973="""","""",C972/C973)",,,,
2.565669,263.8431,73.94548,"=IF(C974="""","""",C973/C974)",,,,
2.568322,264.0523,73.89917,"=IF(C975="""","""",C974/C975)",,,,
2.570975,264.2615,73.85266,"=IF(C976="""","""",C975/C976)",,,,
2.573628,264.4706,73.80593,"=IF(C977="""","""",C976/C977)",,,,
2.576282,264.6796,73.75899,"=IF(C978="""","""",C977/C978)",,,,
2.578935,264.8885,73.71184,"=IF(C979="""","""",C978/C979)",,,,
2.581588,265.0974,73.66448,"=IF(C980="""","""",C979/C980)",,,,
2.584241,265.3061,73.6169,"=IF(C981="""","""",C980/C981)",,,,
2.586895,265.5147,73.56912,"=IF(C982="""","""",C981/C982)",,,,
2.589548,265.7233,73.52112,"=IF(C983="""","""",C982/C983)",,,,
2.592201,265.9317,73.47291,"=IF(C984="""","""",C983/C984)",,,,
2.594854,266.1401,73.42449,"=IF(C985="""","""",C984/C985)",,,,
2.597507,266.3484,73.37586,"=IF(C986="""","""",C985/C986)",,,,
2.600161,266.5565,73.32702,"=IF(C987="""","""",C986/C987)",,,,
2.602814,266.7646,73.27796,"=IF(C988="""","""",C987/C988)",,,,
2.605467,266.9726,73.2287,"=IF(C989="""","""",C988/C989)",,,,
2.60812,267.1805,73.17923,"=IF(C990="""","""",C989/C990)",,,,
2.610774,267.3884,73.12954,"=IF(C991="""","""",C990/C991)",,,,
2.613427,267.5961,73.07964,"=IF(C992="""","""",C991/C992)",,,,
2.61608,267.8037,73.02954,"=IF(C993="""","""",C992/C993)",,,,
2.618733,268.0113,72.97922,"=IF(C994="""","""",C993/C994)",,,,
2.621387,268.2187,72.92869,"=IF(C995="""","""",C994/C995)",,,,
2.62404,268.4261,72.87796,"=IF(C996="""","""",C995/C996)",,,,
2.626693,268.6334,72.82701,"=IF(C997="""","""",C996/C997)",,,,
2.629346,268.8406,72.77585,"=IF(C998="""","""",C997/C998)",,,,
2.631999,269.0476,72.72448,"=IF(C999="""","""",C998/C999)",,,,
2.634653,269.2547,72.6729,"=IF(C1000="""","""",C999/C1000)",,,,
2.637306,269.4616,72.62112,"=IF(C1001="""","""",C1000/C1001)",,,,
2.639959,269.6684,72.56912,"=IF(C1002="""","""",C1001/C1002)",,,,
2.642612,269.8751,72.51691,"=IF(C1003="""","""",C1002/C1003)",,,,
2.645266,270.0818,72.4645,"=IF(C1004="""","""",C1003/C1004)",,,,
2.647919,270.2883,72.41187,"=IF(C1005="""","""",C1004/C1005)",,,,
2.650572,270.4948,72.35903,"=IF(C1006="""","""",C1005/C1006)",,,,
2.653225,270.7012,72.30599,"=IF(C1007="""","""",C1006/C1007)",,,,
2.655878,270.9074,72.25274,"=IF(C1008="""","""",C1007/C1008)",,,,
2.658532,271.1136,72.19927,"=IF(C1009="""","""",C1008/C1009)",,,,
2.661185,271.3197,72.1456,"=IF(C1010="""","""",C1009/C1010)",,,,
2.663838,271.5258,72.09172,"=IF(C1011="""","""",C1010/C1011)",,,,
2.666491,271.7317,72.03763,"=IF(C1012="""","""",C1011/C1012)",,,,
2.669145,271.9375,71.98333,"=IF(C1013="""","""",C1012/C1013)",,,,
2.671798,272.1433,71.92882,"=IF(C1014="""","""",C1013/C1014)",,,,
2.674451,272.3489,71.87411,"=IF(C1015="""","""",C1014/C1015)",,,,
2.677104,272.5545,71.81918,"=IF(C1016="""","""",C1015/C1016)",,,,
2.679757,272.76,71.76405,"=IF(C1017="""","""",C1016/C1017)",,,,
2.682411,272.9654,71.70871,"=IF(C1018="""","""",C1017/C1018)",,,,
2.685064,273.1707,71.65316,"=IF(C1019="""","""",C1018/C1019)",,,,
2.687717,273.3759,71.5974,"=IF(C1020="""","""",C1019/C1020)",,,,
2.69037,273.581,71.54144,"=IF(C1021="""","""",C1020/C1021)",,,,
2.693024,273.786,71.48526,"=IF(C1022="""","""",C1021/C1022)",,,,
2.695677,273.991,71.42888,"=IF(C1023="""","""",C1022/C1023)",,,,
2.69833,274.1958,71.37229,"=IF(C1024="""","""",C1023/C1024)",,,,
2.700983,274.4006,71.31549,"=IF(C1025="""","""",C1024/C1025)",,,,
2.703636,274.6053,71.25849,"=IF(C1026="""","""",C1025/C1026)",,,,
2.70629,274.8098,71.20128,"=IF(C1027="""","""",C1026/C1027)",,,,
2.708943,275.0143,71.14386,"=IF(C1028="""","""",C1027/C1028)",,,,
2.711596,275.2188,71.08623,"=IF(C1029="""","""",C1028/C1029)",,,,
2.714249,275.4231,71.02839,"=IF(C1030="""","""",C1029/C1030)",,,,
2.716903,275.6273,70.97035,"=IF(C1031="""","""",C1030/C1031)",,,,
2.719556,275.8314,70.9121,"=IF(C1032="""","""",C1031/C1032)",,,,
2.722209,276.0355,70.85365,"=IF(C1033="""","""",C1032/C1033)",,,,
2.724862,276.2395,70.79498,"=IF(C1034="""","""",C1033/C1034)",,,,
2.727516,276.4433,70.73611,"=IF(C1035="""","""",C1034/C1035)",,,,
2.730169,276.6471,70.67704,"=IF(C1036="""","""",C1035/C1036)",,,,
2.732822,276.8508,70.61775,"=IF(C1037="""","""",C1036/C1037)",,,,
2.735475,277.0545,70.55826,"=IF(C1038="""","""",C1037/C1038)",,,,
2.738128,277.258,70.49857,"=IF(C1039="""","""",C1038/C1039)",,,,
2.740782,277.4614,70.43866,"=IF(C1040="""","""",C1039/C1040)",,,,
2.743435,277.6648,70.37855,"=IF(C1041="""","""",C1040/C1041)",,,,
2.746088,277.868,70.31824,"=IF(C1042="""","""",C1041/C1042)",,,,
2.748741,278.0712,70.25772,"=IF(C1043="""","""",C1042/C1043)",,,,
2.751395,278.2743,70.19699,"=IF(C1044="""","""",C1043/C1044)",,,,
2.754048,278.4773,70.13606,"=IF(C1045="""","""",C1044/C1045)",,,,
2.756701,278.6802,70.07492,"=IF(C1046="""","""",C1045/C1046)",,,,
2.759354,278.883,70.01357,"=IF(C1047="""","""",C1046/C1047)",,,,
2.762007,279.0857,69.95202,"=IF(C1048="""","""",C1047/C1048)",,,,
2.764661,279.2884,69.89026,"=IF(C1049="""","""",C1048/C1049)",,,,
2.767314,279.4909,69.8283,"=IF(C1050="""","""",C1049/C1050)",,,,
2.769967,279.6934,69.76613,"=IF(C1051="""","""",C1050/C1051)",,,,
2.77262,279.8958,69.70376,"=IF(C1052="""","""",C1051/C1052)",,,,
2.775274,280.0981,69.64118,"=IF(C1053="""","""",C1052/C1053)",,,,
2.777927,280.3003,69.57839,"=IF(C1054="""","""",C1053/C1054)",,,,
2.78058,280.5024,69.5154,"=IF(C1055="""","""",C1054/C1055)",,,,
2.783233,280.7045,69.45221,"=IF(C1056="""","""",C1055/C1056)",,,,
2.785886,280.9064,69.38881,"=IF(C1057="""","""",C1056/C1057)",,,,
2.78854,281.1083,69.32521,"=IF(C1058="""","""",C1057/C1058)",,,,
2.791193,281.31,69.2614,"=IF(C1059="""","""",C1058/C1059)",,,,
2.793846,281.5117,69.19738,"=IF(C1060="""","""",C1059/C1060)",,,,
2.796499,281.7133,69.13317,"=IF(C1061="""","""",C1060/C1061)",,,,
2.799153,281.9148,69.06874,"=IF(C1062="""","""",C1061/C1062)",,,,
2.801806,282.1162,69.00412,"=IF(C1063="""","""",C1062/C1063)",,,,
2.804459,282.3176,68.93928,"=IF(C1064="""","""",C1063/C1064)",,,,
2.807112,282.5188,68.87425,"=IF(C1065="""","""",C1064/C1065)",,,,
2.809765,282.72,68.80901,"=IF(C1066="""","""",C1065/C1066)",,,,
2.812419,282.9211,68.74356,"=IF(C1067="""","""",C1066/C1067)",,,,
2.815072,283.122,68.67792,"=IF(C1068="""","""",C1067/C1068)",,,,
2.817725,283.3229,68.61206,"=IF(C1069="""","""",C1068/C1069)",,,,
2.820378,283.5238,68.54601,"=IF(C1070="""","""",C1069/C1070)",,,,
2.823032,283.7245,68.47975,"=IF(C1071="""","""",C1070/C1071)",,,,
2.825685,283.9251,68.41328,"=IF(C1072="""","""",C1071/C1072)",,,,
2.828338,284.1257,68.34662,"=IF(C1073="""","""",C1072/C1073)",,,,
2.830991,284.3261,68.27975,"=IF(C1074="""","""",C1073/C1074)",,,,
2.833645,284.5265,68.21267,"=IF(C1075="""","""",C1074/C1075)",,,,
2.836298,284.7268,68.14539,"=IF(C1076="""","""",C1075/C1076)",,,,
2.838951,284.927,68.07791,"=IF(C1077="""","""",C1076/C1077)",,,,
2.841604,285.1271,68.01023,"=IF(C1078="""","""",C1077/C1078)",,,,
